,order_id,payment_sequential,payment_type,payment_installments,payment_value
240,K0NF1wdh0LvK,1,credit_card,1,461.51
241,hVDdZER4kLPK,1,credit_card,3,255.24
242,bHH5GqG5l1Z1,1,credit_card,1,77.01
243,hj982ZHuOpX2,1,credit_card,1,101.15
244,xmetOCIiW5xA,1,credit_card,4,389.43
245,AqBRn45qEWbc,1,credit_card,1,389.31
246,dIqUTmB6GAfq,1,credit_card,1,173.82
247,giwiJ531UruF,1,credit_card,1,63.38
248,5qBwZDA0LlFC,1,credit_card,1,21.16
249,SSWdznwYcP3H,1,credit_card,5,43.98
250,wRnAjbJ6jnUf,1,credit_card,1,256.6
251,cRMM1epfDvSR,1,credit_card,2,200.04
252,fuEVwCKcg8U1,1,credit_card,10,28.22
253,hQ9yfvzfLbcw,1,credit_card,3,90.74
254,DTJdNewgAKSE,1,credit_card,10,29.18
255,0XMCKHWULwyS,1,credit_card,1,29.05
256,g8ZrY2zT7ya4,1,credit_card,2,129.42
257,GOKkBcX2MRRC,1,credit_card,1,39.14
258,g8AatMWmKGPw,1,credit_card,1,9.31
259,0DF59MmccPv4,1,credit_card,1,66.7
260,10rJ5Zmskknk,1,credit_card,1,186.46
261,Zcvs2Y4jT91x,1,credit_card,1,30.3
262,VLMKKFKzUVf2,1,credit_card,1,87.76
263,zwBAkVYfxyyQ,1,credit_card,6,133.27
264,4dGL3OCJqVkG,1,credit_card,8,263.78
265,r8I48M6OwJcP,1,credit_card,1,170.94
266,PQyDjW5Yhmam,1,credit_card,2,94.43
267,3pCApHYAqA0t,1,credit_card,8,93.02
268,27m5wByUrmwi,1,credit_card,3,110.76
269,lkENMnhS0Mue,1,credit_card,2,127.04
270,OWudByJ0dr8x,1,credit_card,4,530.47
271,X09r1IAJN74u,1,credit_card,1,233.05
272,fDq8lkNRbhjT,1,credit_card,1,206.32
273,pthAHR3zwX1k,1,credit_card,3,131.03
274,dqLJMOWoxGtr,1,credit_card,2,354.23
275,4RqmOiHxYk5j,1,credit_card,2,242.1
276,WKD2izUQvi6X,1,credit_card,1,219.46
277,kF1s9JGOD3SG,1,credit_card,2,340.24
278,hZvtvOu6GZ9X,1,credit_card,1,147.73
279,ATo4U0L18MV4,1,credit_card,1,1016.06
280,7K3rCKgQmI5v,1,credit_card,2,217.82
281,LombvAfyS2hZ,1,credit_card,2,128.22
282,rGp7A3FZPgjV,1,credit_card,2,177.44
283,PA5kLl3m686D,1,credit_card,1,89.61
284,rIobcSQlTAIN,1,credit_card,3,117.43
285,sQmJgSBLPonq,1,credit_card,1,365.85
286,YAEyeHY8GiXF,1,credit_card,1,183.56
287,FUhKtZT2K0Im,1,credit_card,3,217.82
288,YMfgkNmDC5X2,1,credit_card,4,1710.18
289,D26ZAsmExW98,1,credit_card,2,401.09
290,uWothCpUmPXk,1,credit_card,1,55.79
291,Z1nz0kUUoHho,1,credit_card,2,162.7
292,n3qPTf4Z5GHE,1,credit_card,2,500.17
293,8B9D23A6KuJE,1,credit_card,4,1130.03
294,AGIPGCIf811D,1,credit_card,4,401.09
295,BVjnauNHsi9I,1,credit_card,1,63.78
296,g9TR3ScQLhNJ,1,credit_card,4,340.04
297,4qwPCoOeF6u1,1,credit_card,5,61.12
298,SqBjEWXOdARn,1,credit_card,1,98.43
299,gmBqwCtFPGJA,1,credit_card,2,279.38
300,lu7SqEkTkyUy,1,credit_card,4,531.73
301,DPRRGG9csbKJ,1,credit_card,1,128.54
302,7BjykpQE7QRT,1,credit_card,10,505.12
303,7HwO6wJIYehF,1,credit_card,1,1003.76
304,i9OYulaEKdyi,1,credit_card,1,363.2
305,36kRQWTAsprF,1,credit_card,8,91.12
306,9U8Q6btOgIlI,1,credit_card,2,16.28
307,NQuyw3LJgPgc,1,credit_card,5,328.72
308,Re014mariwwi,1,credit_card,6,1006.77
309,djhHtQyPdTWI,1,credit_card,6,104.89
310,vgZoQIXiEWps,1,credit_card,8,131.43
311,FBBEfDzPKZG9,1,credit_card,1,389.45
312,t4nJirEExSQ1,1,credit_card,1,666.68
313,8imv30tsvjS6,1,credit_card,1,165.25
314,AN0LPeDjWUza,1,credit_card,4,148.17
315,iuJIJeB4vf0M,1,credit_card,6,66.1
316,v6heTvA4ecgM,1,credit_card,1,235.19
317,bY2cGOI6XpVK,1,credit_card,2,271.28
318,NzTOIsBiUKrl,1,credit_card,2,152.04
319,aVIcG7VKLPWV,1,credit_card,4,166.62
320,VFDder0yq9I9,1,credit_card,4,806.69
321,8GeclE4Rp2QR,1,credit_card,8,196.74
322,mlof9iBBk8YB,1,credit_card,3,103.83
323,cl0NeDXDu7fb,1,credit_card,3,94.21
324,9KtbBt5zy7sx,1,credit_card,2,254.76
325,8lM7XW1XJ9eM,1,credit_card,10,4.45
326,9HRvyYtiYj08,1,credit_card,2,201.53
327,RXr0Pq0a2arg,1,credit_card,8,145.95
328,2QIVkkyZ8RSQ,1,credit_card,6,102.41
329,VTZa4KTg0syY,1,credit_card,2,73.05
330,t11DDNtIIXGr,1,credit_card,1,118.79
331,P3Yh81rTtDQb,1,credit_card,8,440.17
332,7StTr6G9uVcV,1,credit_card,1,157.46
333,43VT6pfqVWQq,1,credit_card,2,86.96
334,e2rxoTN4dHYl,1,credit_card,1,50.17
335,KyhVyjIwoxUR,1,credit_card,2,173.89
336,4BD1mwqdmeWP,1,credit_card,1,80.85
337,ujfwoQlALhEM,1,credit_card,3,55.43
338,DU2VQZyo6GkN,1,credit_card,6,94.42
339,hSaoyGZch9Z5,1,credit_card,1,192.83
340,yeJWwvlsVv2K,1,credit_card,6,70.11
341,Kzj2zW9ALdOn,1,credit_card,1,164.83
342,oDs5nEXNL9lV,1,credit_card,2,255.97
343,lDzWKIMnMQRe,1,credit_card,3,62.04
344,qVNLeUroeLzd,1,credit_card,1,539.94
345,DSy03UmxuvNm,1,credit_card,6,74.29
346,cItVrkN9oiVK,1,credit_card,1,243.01
347,OUvkNi0sA2ks,1,credit_card,6,25.67
348,0gQui6LvlU5t,1,credit_card,5,87.96
349,pLZBIXXoQDrD,1,credit_card,1,211.16
350,JfzZhp0Tjdhv,1,credit_card,3,75.73
351,dfHIK6FiSMJK,1,credit_card,1,249.39
352,1GD1ztHSEY89,1,credit_card,10,151.15
353,4EL6KRUybg09,1,credit_card,5,313.93
354,AkmfCk8R06qD,1,credit_card,2,68.37
355,m68ISWKzviHJ,1,credit_card,1,139.68
356,Jb47A3Af9mi8,1,credit_card,4,371.14
357,DZ1MJcaivJ1A,1,credit_card,8,211.26
358,iuKcjULhAbtK,1,credit_card,15,338.51
359,yGcapJ36OCQA,1,credit_card,3,197.06
360,dgq4y5ziFJlc,1,credit_card,2,114.58
361,uMol3qcCJYDk,1,credit_card,5,36.96
362,VgblKNAeuaYZ,1,credit_card,5,36.39
363,rRyw0Uv2s6Cr,1,credit_card,6,282.18
364,ieDqh6AghnQ1,1,credit_card,3,183.56
365,TSmP7B9NYZQR,1,credit_card,1,256.24
366,Ee96ATLQSWKh,1,credit_card,10,515.08
367,DmUUzfXyVm69,1,credit_card,1,306.63
368,7Xkh6efI4nRr,1,credit_card,1,307.86
369,1S0V4zm14Sl7,1,credit_card,6,732.68
370,yJ9AvqhRv87m,1,credit_card,9,251.82
371,Hh2i308tChyu,1,credit_card,1,386.46
372,OX3PAIf1m6fY,1,credit_card,3,131.97
373,CRz9uZubKDHr,1,credit_card,2,112.1
374,YZrS899bLEhp,1,credit_card,4,125.84
375,Dy6W5P61hOwE,1,credit_card,9,142.23
376,ZN2K6DbGxXmu,1,credit_card,1,138.28
377,ZCUmP89tgwn8,1,credit_card,1,271.08
378,xGteaEANe0M8,1,credit_card,2,203.34
379,RY18bAQlLAQ8,1,credit_card,4,2073.25
380,KbdHRyE4Ok8u,1,credit_card,1,48.05
381,44iBM5ddZAsc,1,credit_card,1,119.67
382,wDxGhxIhiaWl,1,credit_card,5,67.95
383,zrzHXZTUzOfx,1,credit_card,10,106.17
384,XL3tqSGhuACw,1,credit_card,1,148.93
385,0tQNH5yMQnRR,1,credit_card,2,35.49
386,HMibbC4n9Us9,1,credit_card,2,209.1
387,TuYYbacjEAIo,1,credit_card,1,57.0
388,k4DMOE7CQOYf,1,credit_card,5,227.83
389,nZzXZ18fOglg,1,credit_card,1,3024.08
390,zO3o5CWKRQHt,1,credit_card,10,320.96
391,DPkBB5UwdO20,1,credit_card,2,423.13
392,Kceb90mhL8ES,1,credit_card,6,5.78
393,yTxwFIsk9dtg,1,credit_card,10,375.93
394,NJL5pw4RWM7D,1,credit_card,4,42.82
395,JtNzDxuzkRxr,1,credit_card,5,248.94
396,4GUbLR1aPK9d,1,credit_card,7,291.12
397,IzNblTWVwQAa,1,credit_card,4,242.12
398,DHH11XdNlWxX,1,credit_card,8,686.02
399,ybfGUmIVyYyg,1,credit_card,5,129.0
400,S604A9iIoCwI,1,credit_card,3,221.16
401,dqPjUcXODdly,1,credit_card,1,51.42
402,WgNOCMuHd9W6,1,credit_card,1,67.73
403,Uxz0vOb2sQDR,1,credit_card,10,118.59
404,NprVssoIK8Rn,1,credit_card,2,208.02
405,6vSwBHhBtz0y,1,credit_card,5,138.85
406,vEPbz2whQgxU,1,credit_card,1,459.5
407,GeUtNVVEd1XT,1,credit_card,2,161.84
408,7sAifSXQ23RD,1,credit_card,2,957.6
409,9h3jzfDGdP1c,1,credit_card,1,294.91
410,gJPseMs1Hakn,1,credit_card,7,30.85
411,kS4yjVPtRevK,1,credit_card,1,364.46
412,J2b5mZIZPrkV,1,credit_card,3,28.09
413,U5rtf6WMOznU,1,credit_card,2,194.65
414,pMLsg8ksI7gw,1,credit_card,1,76.36
415,aXnQTdIQS2og,1,credit_card,2,558.68
416,OuJjwLz5wP6k,1,credit_card,3,1301.01
417,IGaqiwC7EyOt,1,credit_card,2,173.47
418,1MmVLtvdY0P7,1,credit_card,1,112.15
419,V9tbrcGpy6jb,1,credit_card,10,368.28
420,yRS6Z2VAVoBh,1,credit_card,3,1016.06
421,WufIJL1JEM1S,1,credit_card,1,49.12
422,3SwoXHKqus94,1,credit_card,6,15.85
423,wKrkp9mg3oEL,1,credit_card,1,117.35
424,psogapBvNn70,1,credit_card,1,143.28
425,B3nlGkLw0LjP,1,credit_card,3,81.32
426,EnlqVmtdGeU8,1,credit_card,10,373.14
427,Qq1LvTK2Mh7F,1,credit_card,1,39.23
428,0tKHPrBRUuzE,1,credit_card,6,9.03
429,r8WZxibP4aZs,1,credit_card,2,257.19
430,Er35i2CvcftB,1,credit_card,1,307.47
431,XTQvBgr50gC1,1,credit_card,6,255.16
432,eL2LcStVJsVE,1,credit_card,4,902.03
433,0nMkaYj8IvYn,1,credit_card,1,76.24
434,vj9uCrr5eDKe,1,credit_card,3,347.24
435,J3FzTOnoxl4m,1,credit_card,1,214.13
436,bCEu75bVXGB2,1,credit_card,1,58.58
437,mCrq6aBTiAad,1,credit_card,5,214.16
438,JCtpaPlN9Ryp,1,credit_card,1,822.16
439,ravzKAPrd185,1,credit_card,6,476.52
440,1ENf37qerWlx,2,credit_card,6,62.42
441,ujlTLuyFAAhX,1,credit_card,2,355.38
442,TCGIdZJkerR1,1,credit_card,3,86.06
443,5Nq56WBuAy60,1,credit_card,6,156.35
444,27Ei7tBAzqOe,1,credit_card,3,125.13
445,Paa6zYSEmIE8,1,credit_card,1,112.97
446,I1GWXRpzGcCk,1,credit_card,1,177.77
447,MgfB4uLCJapY,1,credit_card,3,19.53
448,B8E2ntS5gbI3,1,credit_card,1,114.3
449,ydv08rUf8bSc,1,credit_card,2,308.28
450,sAeq03RRWJlh,1,credit_card,5,426.01
451,oG25D2KOljsN,1,credit_card,1,131.43
452,r79r8QAd20zn,1,credit_card,10,282.65
453,xdmOz14WDkNo,1,credit_card,1,140.38
454,p2w6YRIh2lX5,1,credit_card,2,329.76
455,y0YXS9WECOsm,1,credit_card,8,218.54
456,ePUnLQcX378X,1,credit_card,4,30.94
457,5KikiguTIJxi,1,credit_card,1,650.65
458,UjWlSsOvMunI,1,credit_card,10,158.83
459,FcTFYOZdVIPb,1,credit_card,4,55.31
460,2z3QE8ykS6G6,1,credit_card,3,205.18
461,hQHdVu2sbmx6,1,credit_card,1,62.78
462,0Re5Spb4iFca,1,credit_card,5,617.24
463,PpeesJBkOaTQ,1,credit_card,2,103.33
464,2mCF9Qq5JA0K,1,credit_card,2,94.22
465,Hzc80QNBH5b7,1,credit_card,1,38.25
466,LgX87UjBx5Uq,1,credit_card,7,126.84
467,vkhyJLZVeDlY,1,credit_card,8,650.81
468,CXGd1TZ83Lqq,1,credit_card,2,76.83
469,raY7LnImf4YC,1,credit_card,9,132.19
470,LSxM8LyaxuCq,1,credit_card,2,364.75
471,vZqMaYwuLr3S,1,credit_card,2,721.74
472,PzjRvjkAchRE,1,credit_card,1,147.68
473,qTSdp389nzzW,1,credit_card,2,373.13
474,VxUGrNCLLdYi,1,credit_card,5,4681.78
475,YZpF4vLSjkKn,1,credit_card,2,1165.99
476,2meHPtH0sBXq,1,credit_card,10,147.53
477,7Cpbb2Bb2tqE,1,credit_card,3,839.4
478,o0MePg6Vsjtd,1,credit_card,8,133.34
479,ecwltjwbhKy3,1,credit_card,4,335.35
480,yKDIdgM8WFdz,1,credit_card,3,52.49
481,H5pYnCSFkzXG,1,credit_card,1,158.48
482,DY2D9uOFaz69,1,credit_card,3,174.25
483,ESfNXBWr8K0u,1,credit_card,1,319.81
484,CwN3m2MlYkT9,1,credit_card,3,78.22
485,ZBSjSdKIXtxI,1,credit_card,1,141.09
486,RepFH3apgjvG,1,credit_card,5,55.72
487,WGSNdmUmB4Eg,1,credit_card,1,177.54
488,uwMj50GV83BY,1,credit_card,4,658.3
489,I1SHjNqiPp2x,1,credit_card,1,309.35
490,wQIC1Fv3kbNv,1,credit_card,1,109.72
491,M1CD6MRDtElk,1,credit_card,3,1351.94
492,fsgOD7KhUPbC,1,credit_card,2,210.73
493,VXAtLHTyJfnb,1,credit_card,1,38.42
494,33hf9BeM2xsl,1,credit_card,1,132.53
495,UBQ1SPANGRyw,1,credit_card,1,274.24
496,VqyZ6AUjmqsW,1,credit_card,10,581.68
497,dcRmdVPaLbev,1,credit_card,1,173.28
498,K7LYTRlYmqtl,1,credit_card,8,3.5
499,IKTPbNd2qqVT,1,credit_card,1,90.79
500,BdGzmn2R6z0l,1,credit_card,3,85.76
501,frlMnNZkwIfK,1,credit_card,1,91.3
502,vkJkawHwMxHz,1,credit_card,2,530.47
503,XZqvwXONvpUO,1,credit_card,6,245.57
504,txD5t3ZhTLa1,1,credit_card,2,452.0
505,WQMrpWAFf987,1,credit_card,2,591.88
