,order_id,payment_sequential,payment_type,payment_installments,payment_value
165,mU46Mr1lvQ2Q,2,voucher,1,55.25
166,YhGt6O6z2ibR,3,voucher,1,294.5
167,6iOj6YbDcsZ0,2,voucher,1,145.48
168,ICuOpEyLsWfC,4,voucher,1,33.48
169,BgoslStcREzk,1,voucher,1,210.73
170,OfoBcSPh8hJ7,1,voucher,1,428.78
171,f1SwhdlQkRtQ,2,voucher,1,279.38
172,mYULAmYNnfeg,4,voucher,1,12.86
173,amB6GlHtoNvj,2,voucher,1,905.18
174,WbeBo5ZGbsLd,2,voucher,1,44.24
175,DT0HnezGwwUd,3,voucher,1,680.96
176,9SKI7dyy79Rs,1,voucher,1,369.87
177,CWcIpwdC748M,6,voucher,1,237.51
178,8Gs48alKwluz,2,voucher,1,28.13
179,bLR2CH8xFzKd,4,voucher,1,129.77
180,YyHc9IP9T6Al,1,voucher,1,84.96
181,FwMHol0F3Udl,1,voucher,1,559.26
182,Ehl9JrMKRgqv,5,voucher,1,218.35
183,L0XtUJ29KqxG,3,voucher,1,485.72
184,R7UppOxbNgFb,1,voucher,1,431.15
185,T6ejFjdhbtNz,2,voucher,1,132.72
186,qAkxDxhJcnhV,2,voucher,1,52.61
187,PEQ8SPyIRT7y,2,voucher,1,101.21
188,L9PrErWLlAbw,4,voucher,1,396.32
189,Kcgm0sdlQoZQ,3,voucher,1,129.04
190,vPYUVO6oOxAF,1,voucher,1,74.43
191,7Do6ZM8sPRuC,16,voucher,1,352.02
192,bbIywtwhCSJj,2,voucher,1,119.3
193,tSQ57HY3D9he,2,voucher,1,0.85
194,TnlR9luY79dh,3,voucher,1,62.86
195,mOGKLDJDLjkG,2,voucher,1,1843.85
196,8CSHGPdG9MVQ,1,voucher,1,6.68
197,JJaV48U2PBqn,3,voucher,1,149.32
198,cVYOcnVYx5lg,3,voucher,1,415.76
199,InlsDDMVuPhm,2,voucher,1,124.32
200,6UZGHWqKCvme,1,voucher,1,160.21
201,JMJg87SxLxRb,2,voucher,1,1843.85
202,vdC5AwO2MYVG,1,voucher,1,292.72
203,keCfxbrI4CTd,3,voucher,1,156.37
204,oui2kpeIaU5G,2,voucher,1,203.82
205,vaQ2q07JBETI,1,voucher,1,313.85
206,JWNtLYHQlnTd,2,voucher,1,33.48
207,ZRwFvK6OnQmo,2,voucher,1,145.48
208,NbvlPeX19YvL,1,voucher,1,40.49
209,kJaPPWBCLcnb,3,voucher,1,135.2
210,jhR1emfiuJfn,1,voucher,1,57.42
211,DFVPOuyeKy1F,2,voucher,1,223.12
212,Pf2J9s3whGcG,3,voucher,1,6.69
213,oNcX95Dfb7np,2,voucher,1,457.2
214,ZJZDmJn6XmTb,3,voucher,1,383.25
215,n8mazWBtQO9f,2,voucher,1,162.81
216,J5ZSWOmSOrJw,2,voucher,1,196.38
217,zxIE6Y8Yr0io,2,voucher,1,46.81
218,iRtXtaYB1nQI,7,voucher,1,25.68
219,xD8gi5spF1dr,1,voucher,1,177.12
220,TPfiN4zII6gK,4,voucher,1,517.72
221,Fhxoo1RQyY6j,1,voucher,1,34.11
222,jWelYVZ0Upcd,2,voucher,1,135.34
223,nQDvyB8jiGdO,4,voucher,1,85.24
224,MSp3p1tlfCx4,1,voucher,1,25.58
225,83XPR4g91Gpw,2,voucher,1,1843.85
226,GuJ8SN8VeUTp,2,voucher,1,0.47
227,giajT5iFIjee,1,voucher,1,262.67
228,xrFZmNpXzVBO,1,voucher,1,467.99
229,KKxowbYdUYe3,3,voucher,1,61.62
230,yvCxxW1wvPOc,1,voucher,1,126.22
231,ddNUSvmFvARS,1,voucher,1,38.18
232,Ssqntoob5yPd,2,voucher,1,101.37
233,JXMDVNh9yhMl,3,voucher,1,214.61
234,d72PIOOT6Edj,1,voucher,1,828.08
235,XkQOVxkprSQW,1,voucher,1,841.23
236,9tRXDFIp3KEl,2,voucher,1,122.69
237,fZBXo6hJw2nX,4,voucher,1,328.52
238,i7gA0wWmUbuV,6,voucher,1,232.39
239,aAQtE9Xet0On,4,voucher,1,33.48
240,MxmlYxIAq7Ui,2,voucher,1,38.34
241,YzP9h0dxgoos,2,voucher,1,398.74
242,cLxxAwqrh5X9,2,voucher,1,181.59
243,uUvcOvzxgUVm,2,voucher,1,98.65
244,ZtUKZcClBYjo,3,voucher,1,328.63
245,FkYNMrcrhYq2,2,voucher,1,209.33
246,7DCnvpalRLSP,2,voucher,1,282.77
247,B4kUWYUwjL40,2,voucher,1,167.73
248,SzpcJtiRtzsI,2,voucher,1,347.05
249,njvj2BGrU84J,3,voucher,1,104.14
250,fwdedZX6znV0,3,voucher,1,299.26
251,gq227db0YDtH,2,voucher,1,726.76
252,C24Vt278A6nH,2,voucher,1,141.52
253,sBA3k4huBIAb,2,voucher,1,86.09
254,QLmkzPAxNjIG,2,voucher,1,104.31
255,f1NvLsE94C7U,1,voucher,1,25.58
256,zB2MYUpsFFgJ,2,voucher,1,3155.82
257,jRbDqU7iXi97,1,voucher,1,36.76
258,Wsvkf4hcRcg5,1,voucher,1,10.08
259,pLUROya5Bcor,2,voucher,1,355.76
260,e8uLb5fxeX4P,1,voucher,1,509.66
261,Q9tkAWlvgjZl,1,voucher,1,246.91
262,tJA0fBqdjlnc,2,voucher,1,185.22
263,Og3GcZBbBzQr,10,voucher,1,120.47
264,beSqFu46RZxv,4,voucher,1,33.48
265,mufSkXbftzpu,1,voucher,1,472.94
266,J216P3c6FnLZ,1,voucher,1,60.9
267,jooW7xkMVmfB,2,voucher,1,923.63
268,C6jAkqYTFWPn,3,voucher,1,33.48
269,0icaXQayqvJP,8,voucher,1,3360.66
270,3jJNEtl2oGkc,2,voucher,1,914.11
271,QO7MrT93T9sp,8,voucher,1,131.57
272,wFhjtwxjdzcl,2,voucher,1,120.62
273,UsVg0S1auDfo,1,voucher,1,269.75
274,KofToqHh0qe0,2,voucher,1,779.77
275,YcD7v28F7Efj,2,voucher,1,1843.85
276,h8mX134dkAfV,2,voucher,1,145.48
277,q4m43er83ygX,3,voucher,1,1041.4
278,xuXVl5hwTwGa,7,voucher,1,142.11
279,BDo41oJghg4T,2,voucher,1,1843.85
280,9Hc89yqAIDgc,2,voucher,1,295.7
281,oNotezrMF9Ws,2,voucher,1,260.52
282,VHxQNVy8WwGx,5,voucher,1,253.36
283,E0tGDiG46Waz,2,voucher,1,758.32
284,AfE5twnk4rKm,3,voucher,1,127.26
285,AxRlr35jURtO,2,voucher,1,359.62
286,9AlrHiljgFOd,2,voucher,1,193.31
287,Wui1y56UpDnr,1,voucher,1,294.3
288,sQPaTdqgM7hY,8,voucher,1,344.07
289,cI8SQXTj6M3D,2,voucher,1,175.3
290,sar3kVqaSDJF,2,voucher,1,275.76
291,IAiQCFh0ByHy,2,voucher,1,55.85
292,vn6nUKgD46ml,2,voucher,1,18.97
293,OY61RdKent38,2,voucher,1,145.48
294,tqmA2xUMBuD9,4,voucher,1,711.74
295,5yvfSSFXLm2O,2,voucher,1,614.49
296,xk1QMyp9VcN5,1,voucher,1,182.29
297,Jr3YWSJ32Kn1,1,voucher,1,95.01
298,FXMgdQrQl3Nn,16,voucher,1,534.25
299,zInqXFjodtkm,10,voucher,1,93.07
300,cKE63BW3Xx5Z,2,voucher,1,290.72
301,HzQtxO6b5mjf,2,voucher,1,1843.85
302,RmlB5aODcmoF,2,voucher,1,97.18
303,EakmCD2qDTLF,3,voucher,1,148.07
304,WCV5ih5kxxkX,1,voucher,1,115.51
305,1JlxH91xx4N8,1,voucher,1,328.41
306,pSs2RUlhZYJZ,2,voucher,1,316.92
307,LeptGgDa4D8w,2,voucher,1,567.6
308,qqcuN65k7t4A,3,voucher,1,406.58
309,iGDo2inszJUw,2,voucher,1,47.46
310,fnoNyEn2FPXL,3,voucher,1,321.92
311,MfF8xaYmRjAW,1,voucher,1,306.63
312,vNML6kdL9DB5,3,voucher,1,60.68
313,Zyjcef0u4e6v,1,voucher,1,69.55
314,BAizcuumb4D3,2,voucher,1,197.44
315,44gxIaOtklYH,2,voucher,1,251.97
316,o0OvJo6ykfdG,4,voucher,1,299.26
317,mYUHmS6g4jkj,9,voucher,1,25.58
318,uOV0XhE8WKsN,2,voucher,1,1843.85
319,nXYRImQIgmo2,1,voucher,1,55.7
320,ygGQlbIhi6wl,2,voucher,1,64.64
321,PmH7AM0eTAbA,4,voucher,1,353.45
322,KxRNuUSZIGNg,2,voucher,1,1843.85
323,otxmRhJNjp4r,2,voucher,1,394.09
324,43Q1saBsLIeT,6,voucher,1,145.48
325,LdaspldiZOG4,2,voucher,1,33.98
326,NNkDERs9pbqZ,2,voucher,1,92.67
327,TtadQSmnD4cY,2,voucher,1,291.03
328,C6LhJN0F86PZ,1,voucher,1,6.7
329,pvgjMjRwn14b,3,voucher,1,25.58
330,OZrs6X74RfF5,5,voucher,1,5.86
331,4ilYXGOqEWDx,3,voucher,1,206.82
332,foQqN2SM6D5n,2,voucher,1,37.31
333,NszzBSdC98GB,2,voucher,1,98.04
334,NkNEwxDkD2lj,2,voucher,1,74.36
335,p9xsqZcaMHKe,1,voucher,1,279.54
336,1nuYnVlLCCMk,2,voucher,1,31.52
337,3q1gHZNOncu7,1,voucher,1,1843.85
338,OaTCwYxfqgpG,8,voucher,1,2.61
339,sdYy6C7SG4EN,4,voucher,1,36.28
340,ybNWs4T6vKTg,1,voucher,1,145.48
341,7xYHIIeWov8x,2,voucher,1,145.48
342,nXLDowZkTYRe,2,voucher,1,381.0
343,AgjtXq6LWI5B,1,voucher,1,33.48
344,YUVNhLgWIt0i,2,voucher,1,145.48
345,eurK8oiKjT7b,5,voucher,1,0.32
346,67yKBuHTt89h,7,voucher,1,31.64
347,8zKq5mO6cItV,2,voucher,1,80.95
348,H6ZlpC0g914k,2,voucher,1,47.49
349,2bPOHTIZfudP,1,voucher,1,39.14
350,wTEGnlBnQFw3,4,voucher,1,406.58
351,wMy62jra78Wx,1,voucher,1,174.8
352,TXTrD1x3LMZY,1,voucher,1,328.59
353,W2GRtjXl1y7f,3,voucher,1,320.82
354,LMjFYSRLwVfW,2,voucher,1,131.31
355,IxqAuBrwaGkF,2,voucher,1,145.48
356,ReB2QL23NPtI,2,voucher,1,188.22
357,2RVDdjdIxcdy,2,voucher,1,261.54
358,BSmj9c0qHsb0,9,voucher,1,86.99
359,2lHK9LGCpBQ2,1,voucher,1,178.32
360,AX6qvbIGfyVT,1,voucher,1,173.71
361,uM1XwShm0N7h,5,voucher,1,198.55
362,oKY9WZsJ8XcD,2,voucher,1,145.48
363,h51HU5WuJsZj,2,voucher,1,104.83
364,7c5OtzYcyOCi,2,voucher,1,33.48
365,phvd03HiOiyo,2,voucher,1,25.58
366,8IjR3wEnsRhf,3,voucher,1,252.99
367,dwB6yWE2e1I6,1,voucher,1,145.48
368,KHMlFEEWVERD,4,voucher,1,118.19
369,m5BSpm5yhPcd,1,voucher,1,328.59
370,YSB0BHStpAPS,1,voucher,1,366.91
371,ykIAl4ibVgiD,2,voucher,1,31.98
372,gKrB4xTQaBEj,2,voucher,1,1843.85
373,yZr9ywyL7xqS,3,voucher,1,27.6
374,BrhI4DVkLzG0,1,voucher,1,96.75
375,n1u6MpcWiOCz,2,voucher,1,333.76
376,HLXiCdSbzpGm,2,voucher,1,29.44
377,jvQ4OFdEk1tH,2,voucher,1,1843.85
378,ih6KowUkyN9n,2,voucher,1,145.48
379,7sDur12qmw5I,1,voucher,1,151.72
380,thkByh0eVBLI,1,voucher,1,245.95
381,r5BQiMx6ffHP,8,voucher,1,13.46
382,HTSZquup16k6,1,voucher,1,90.89
383,wXGibKS8HeDG,2,voucher,1,1843.85
384,8R1C8yA0sEZd,1,voucher,1,50.37
385,mYxrd7PWuj0z,2,voucher,1,82.16
386,8hSOlHc6m3G9,2,voucher,1,375.43
387,ym7BlgbJRSXG,2,voucher,1,145.48
388,Q4GZ0nZd22uI,4,voucher,1,85.73
389,s67XuL0Y8I6B,2,voucher,1,295.42
390,ncVflNkxRdik,6,voucher,1,38.86
391,kx9h86R2XFYn,2,voucher,1,150.83
392,uSnuiREbEn6i,3,voucher,1,82.39
393,BwkeAiVb2Gll,3,voucher,1,33.48
394,HtqsIg72LkMs,5,voucher,1,74.36
395,cZTBmj78qTQm,1,voucher,1,67.33
396,ExTS4pMCfFVq,1,voucher,1,267.49
397,TMWAGYRX1AZr,3,voucher,1,1323.79
398,iM22gpPTrwFC,1,voucher,1,33.48
399,KmSXxfgxdWLL,1,voucher,1,33.48
400,4umVr9meI1dh,1,voucher,1,0.2
401,AvpHwLP6iGUZ,6,voucher,1,12.14
402,zTRf2lDIJK7K,2,voucher,1,779.77
403,wZoQVI7UZ71w,6,voucher,1,98.3
404,sdkGSzLpmHJX,3,voucher,1,181.8
405,5QuGvhANzTnF,2,voucher,1,112.68
406,CXnDdQAX5jqt,3,voucher,1,31.73
407,PMqwQc01iDTJ,1,voucher,1,143.34
408,uldAI9u5pnzu,2,voucher,1,154.62
409,W5Yl9dMqIvDv,1,voucher,1,151.22
410,lKUXHUtMSu61,4,voucher,1,211.01
411,r0glQD7GCXmB,5,voucher,1,61.62
412,zyWSdQGW2xK0,2,voucher,1,397.64
413,pApoVH8Cgbtb,1,voucher,1,343.26
414,Ltvyg7I3y5br,2,voucher,1,547.96
415,lgltxOUnvKH9,3,voucher,1,33.48
416,afP9ik5N6OuE,4,voucher,1,311.34
417,Sk1RxL33VXev,1,voucher,1,381.88
418,o8fT6HuwR77I,2,voucher,1,1442.15
419,IyEppTQROl6S,19,voucher,1,201.05
420,3nsXxma7rjL3,1,voucher,1,100.13
421,Ow4UjeYPF9eP,2,voucher,1,3.92
422,dkw4OFZBz3LA,3,voucher,1,178.85
423,47lFqjWDO15L,2,voucher,1,41.07
424,kN2M5fN0Svnk,2,voucher,1,140.92
425,USjdlxssyNEo,3,voucher,1,271.89
426,cve4EkCkHAvl,2,voucher,1,17.94
427,pTm7TkFvSfcP,2,voucher,1,270.09
428,ZdjGtCzngCjs,2,voucher,1,204.13
429,IMP707YsABsd,2,voucher,1,406.58
430,ml9oNNPGvUhC,1,voucher,1,185.91
431,0VSyRmSYbvcN,2,voucher,1,1135.89
432,kkG2KxVFyncy,1,voucher,1,63.73
433,VHWVb2OLVVNb,4,voucher,1,406.58
434,CkzrnH1uaWmv,5,voucher,1,210.6
435,j5lvwj69LjVx,8,voucher,1,4.44
436,8ZPbOP9dqSrP,11,voucher,1,34.0
437,6FhnJsJjtZjp,6,voucher,1,253.36
438,GOUx34EP7s30,5,voucher,1,228.59
439,bIhrkCQVlz5B,1,voucher,1,18.23
440,JVry6KHjXpv5,3,voucher,1,117.88
441,q98OxXcQZfeq,2,voucher,1,113.28
442,XxgnqMLorNt7,2,voucher,1,90.75
443,jvbQs4s0kTjX,2,voucher,1,94.95
444,9rBmMq66uVG0,1,voucher,1,23.12
445,mi8MgSuRlHa7,2,voucher,1,52.18
446,eXUFi9KkqsKd,1,voucher,1,105.6
447,y5tyCg0bzCEm,2,voucher,1,1843.85
448,vfj3EIzsudkS,2,voucher,1,70.05
449,PzfUxF1ghqLd,6,voucher,1,4.44
450,syT6OaeVeB59,2,voucher,1,114.23
451,GGRGm7CdptiH,4,voucher,1,288.79
452,YH526JBBn3ty,1,voucher,1,33.48
453,PNhyCo5RLI6u,3,voucher,1,447.68
454,qtCYn8l5Rfne,3,voucher,1,1.55
455,kaZ6WdaIP8bY,1,voucher,1,33.48
456,xmE1uiLOef5B,1,voucher,1,182.42
457,8EozP5BnKnbm,1,voucher,1,193.47
458,XRITTed23jPR,1,voucher,1,221.47
459,aErqEz1SuL7u,4,voucher,1,309.5
460,qhv3uVy8JiFW,1,voucher,1,253.65
461,1SreOHZcEq1e,2,voucher,1,406.58
462,kopbFYnxLaf2,3,voucher,1,33.48
463,c49AEG0cULpz,2,voucher,1,8.13
464,vxIP9YT1p7Yp,2,voucher,1,1843.85
465,gaEm6OS0Twuo,1,voucher,1,170.43
466,74j6haefkRKH,2,voucher,1,192.52
467,sM420SH9M9nq,1,voucher,1,187.22
468,ac8uTAGfC82K,2,voucher,1,268.19
469,nsTwTqYXt9CP,2,voucher,1,381.0
470,qZEkfGEQT2ta,6,voucher,1,82.93
471,pG7QIYKDj6d2,2,voucher,1,244.8
472,fqG8OQxZDWjP,1,voucher,1,112.66
473,WJNfyki05u9q,4,voucher,1,16.04
474,OhWMwnY7S1oB,2,voucher,1,294.7
475,VH9wM8PB8EOq,3,voucher,1,176.34
476,Y1CE4vZzYLk8,5,voucher,1,330.82
477,sdEYo8Zy04f4,1,voucher,1,220.63
478,RtuOrXY4JNt4,2,voucher,1,194.88
479,rKb7sg88jpWo,2,voucher,1,4.11
480,Ghot2Jxfy5Ik,2,voucher,1,255.75
481,Jab8CbMiCZ0z,2,voucher,1,145.48
482,9hyxtwoNa2fy,1,voucher,1,864.6
483,NGEeeQLM83HU,3,voucher,1,53.35
484,n5d3CdLxePdc,1,voucher,1,83.38
485,zync4OB3Y3eW,2,voucher,1,1843.85
486,Ohnw6O8tWJF9,4,voucher,1,154.45
487,WUZY3Ew92MNS,2,voucher,1,44.6
488,uIIEFUtwqPTw,2,voucher,1,771.69
489,h99wgJdVq3Tm,11,voucher,1,337.24
490,1FMnaEuDkis1,2,voucher,1,62.76
491,SQosBjTDpIYP,1,voucher,1,172.04
492,Q5gUGn8pJgkQ,1,voucher,1,61.62
493,0af0gteTrHbA,2,voucher,1,145.48
494,73KYUzkEbuvy,4,voucher,1,16.67
495,cSzzTfkBUZIN,1,voucher,1,829.17
496,Fj5OKpUKgieP,1,voucher,1,123.24
497,Bw8R2oAx9SmC,2,voucher,1,47.82
498,TJasJn5LjXSb,1,voucher,1,126.31
499,covmFN5MeqCR,2,voucher,1,145.48
500,qHuAIQ41EwrR,2,voucher,1,406.35
501,74XRE8c8xrky,17,voucher,1,534.25
502,8aHmdgikOqF7,1,voucher,1,33.48
503,GIGpRJNHiULZ,2,voucher,1,551.96
504,eCc1grU531R1,1,voucher,1,49.94
505,5lLHBWTaCZvE,2,voucher,1,48.05
506,UTriR1zSI5cs,2,voucher,1,171.8
507,TMSVZZEW8x9l,2,voucher,1,183.65
508,EEQVr71L054a,2,voucher,1,131.32
509,trZYCQVnXk23,2,voucher,1,165.71
510,xGs4yJ2fTHKf,1,voucher,1,437.48
511,TudoOM3AXtXM,1,voucher,1,88.68
512,RaCOC1Er8RbK,2,voucher,1,410.53
513,P7qh7imhspwG,1,voucher,1,109.73
514,7cBVOWJV9rJU,1,voucher,1,98.46
515,wLr4uGxiHFWp,2,voucher,1,194.0
516,iUcq4VPOSMJ0,2,voucher,1,159.16
517,Lg1wYU784wZk,3,voucher,1,214.61
518,zzF2qat2FamT,2,voucher,1,127.26
519,mC9pbWEOzw01,2,voucher,1,517.72
520,LpddI7X1XKWh,2,voucher,1,61.51
521,wdmZEt6DhI3S,2,voucher,1,19.63
522,AD87LuVhbRbD,1,voucher,1,154.1
523,IqGefrJDVKKM,1,voucher,1,207.7
524,YZNl0ivBI85y,4,voucher,1,153.23
